3.200000000000000000e+03 6.345216186710637574e-13 7.000000000000000000e+00
3.201000000000000000e+03 6.331663341570900329e-13 7.000000000000000000e+00
3.202000000000000000e+03 6.312321669605002296e-13 7.000000000000000000e+00
3.203000000000000000e+03 6.298836626193105361e-13 7.000000000000000000e+00
3.204000000000000000e+03 6.291170880552160915e-13 7.000000000000000000e+00
3.205000000000000000e+03 6.283513240011984954e-13 7.000000000000000000e+00
3.206000000000000000e+03 6.299027477826856650e-13 7.000000000000000000e+00
3.207000000000000000e+03 6.314578792192023340e-13 7.000000000000000000e+00
3.208000000000000000e+03 6.330167269352193256e-13 7.000000000000000000e+00
3.209000000000000000e+03 6.339950995159930393e-13 7.000000000000000000e+00
3.210000000000000000e+03 6.355599637857573955e-13 7.000000000000000000e+00
3.211000000000000000e+03 6.371285668811609133e-13 7.000000000000000000e+00
3.212000000000000000e+03 6.375254698878157306e-13 7.000000000000000000e+00
3.213000000000000000e+03 6.379224964825156225e-13 7.000000000000000000e+00
3.214000000000000000e+03 6.383196466652604882e-13 7.000000000000000000e+00
3.215000000000000000e+03 6.387169204360504287e-13 7.000000000000000000e+00
3.216000000000000000e+03 6.391143177948854438e-13 7.000000000000000000e+00
3.217000000000000000e+03 6.383348987350258376e-13 7.000000000000000000e+00
3.218000000000000000e+03 6.375563069899187628e-13 7.000000000000000000e+00
3.219000000000000000e+03 6.379526123770816036e-13 7.000000000000000000e+00
3.220000000000000000e+03 6.377613703773538419e-13 7.000000000000000000e+00
3.221000000000000000e+03 6.387455925521099550e-13 7.000000000000000000e+00
3.222000000000000000e+03 6.403206959452705397e-13 7.000000000000000000e+00
3.223000000000000000e+03 6.418995597719916321e-13 7.000000000000000000e+00
3.224000000000000000e+03 6.434821927723327518e-13 7.000000000000000000e+00
3.225000000000000000e+03 6.444747470889387677e-13 7.000000000000000000e+00
3.226000000000000000e+03 6.472546704857524478e-13 7.000000000000000000e+00
3.227000000000000000e+03 6.494480207969951364e-13 7.000000000000000000e+00
3.228000000000000000e+03 6.510487642546907312e-13 7.000000000000000000e+00
3.229000000000000000e+03 6.532547207544303470e-13 7.000000000000000000e+00
3.230000000000000000e+03 6.548645955620971814e-13 7.000000000000000000e+00
3.231000000000000000e+03 6.564783118824043374e-13 7.000000000000000000e+00
3.232000000000000000e+03 6.568847370773655687e-13 7.000000000000000000e+00
3.233000000000000000e+03 6.572912880421535356e-13 7.000000000000000000e+00
3.234000000000000000e+03 6.576979647767682381e-13 7.000000000000000000e+00
3.235000000000000000e+03 6.581047672812095753e-13 7.000000000000000000e+00
3.236000000000000000e+03 6.585116955554775471e-13 7.000000000000000000e+00
3.237000000000000000e+03 6.589187495995723555e-13 7.000000000000000000e+00
3.238000000000000000e+03 6.562966019385239145e-13 7.000000000000000000e+00
3.239000000000000000e+03 6.530829756016605832e-13 7.000000000000000000e+00
3.240000000000000000e+03 6.498849612366425577e-13 7.000000000000000000e+00
3.241000000000000000e+03 6.461071229037001821e-13 7.000000000000000000e+00
