#### spfind_peaks.dat ####

# Lists the coordinates of the peaks found using the spfind routine.

# Run filename:	tmp2.fits
# Run datetime:	31-07-2019 17:21:32

175.000000	91.988317
225.000000	92.262454
275.000000	92.335385
325.000000	92.343520
375.000000	92.337226
425.000000	92.317776
475.000000	92.293300
525.000000	92.263633
575.000000	92.248449
625.000000	92.231975
675.000000	92.231490
725.000000	92.239174
775.000000	92.259257
825.000000	92.269297
-1
