   10.0000 75.037  0.6
   10.6200 70.789  0.6
   11.2500 67.019  0.6
   11.8800 63.652  0.6
   12.5000 60.628  0.6
   13.1200 57.896  0.6
   13.7500 55.418  0.6
   14.3800 53.159  0.6
   15.0000 51.092  0.6
   15.6200 49.321  0.6
   16.2500 47.683  0.6
   16.8800 46.162  0.6
   17.5000 44.747  0.6
   18.1200 43.427  0.6
   18.7500 42.192  0.6
   19.3800 41.035  0.6
   20.0000 39.947  0.6
   20.6200 39.023  0.6
   21.2500 38.144  0.6
   21.8800 37.308  0.6
   22.5000 36.510  0.6
   23.1200 35.749  0.6
   23.7500 35.022  0.6
   24.3800 34.328  0.6
   25.0000 33.663  0.6
   25.6200 33.097  0.6
   26.2500 32.548  0.6
   26.8800 32.017  0.6
   27.5000 31.502  0.6
   28.1200 31.003  0.6
   28.7500 30.520  0.6
   29.3800 30.052  0.6
   30.0000 29.599  0.6
   30.6200 29.208  0.6
   31.2500 28.826  0.6
   31.8800 28.452  0.6
   32.5000 28.088  0.6
   33.1200 27.731  0.6
   33.7500 27.384  0.6
   34.3800 27.045  0.6
   35.0000 26.714  0.6
   35.6200 26.425  0.6
   36.2500 26.141  0.6
   36.8800 25.863  0.6
   37.5000 25.589  0.6
   38.1200 25.320  0.6
   38.7500 25.057  0.6
   39.3800 24.799  0.6
   40.0000 24.546  0.6
   40.6200 24.323  0.6
   41.2500 24.103  0.6
   41.8800 23.886  0.6
   42.5000 23.673  0.6
   43.1200 23.463  0.6
   43.7500 23.257  0.6
   44.3800 23.054  0.6
   45.0000 22.855  0.6
   45.6200 22.677  0.6
   46.2500 22.502  0.6
   46.8800 22.328  0.6
   47.5000 22.158  0.6
   48.1200 21.989  0.6
   48.7500 21.824  0.6
   49.3800 21.661  0.6
   50.0000 21.500  0.6
   51.2500 21.212  1.2
   51.8800 21.072  0.6
   52.5000 20.933  0.6
   53.1200 20.796  0.6
   53.7500 20.661  0.6
   54.3800 20.528  0.6
   55.0000 20.397  0.6
   56.2500 20.159  1.2
   56.8800 20.042  0.6
   57.5000 19.927  0.6
   58.1200 19.813  0.6
   58.7500 19.701  0.6
   59.3800 19.590  0.6
   60.0000 19.481  0.6
   61.2500 19.281  1.2
   62.5000 19.086  1.2
   63.7500 18.895  1.2
   64.3800 18.802  0.6
   65.0000 18.709  0.6
   66.2500 18.540  1.2
   67.5000 18.374  1.2
   68.7500 18.212  1.2
   70.0000 18.054  1.2
   71.2500 17.908  1.2
   72.5000 17.765  1.2
   73.7500 17.626  1.2
   75.0000 17.489  1.2
   76.2500 17.363  1.2
   77.5000 17.239  1.2
   78.7500 17.118  1.2
   80.0000 16.999  1.2
   82.5000 16.781  2.5
   83.7500 16.675  1.2
   85.0000 16.571  1.2
   87.5000 16.379  2.5
   90.0000 16.193  2.5
   92.5000 16.023  2.5
   95.0000 15.858  2.5
   97.5000 15.706  2.5
  100.0000 15.559  2.5
  105.0000 15.291  5.0
  110.0000 15.050  5.0
  115.0000 14.831  5.0
  120.0000 14.633  5.0
  125.0000 14.453  5.0
  130.0000 14.287  5.0
  135.0000 14.137  5.0
  140.0000 13.998  5.0
  145.0000 13.871  5.0
  150.0000 13.754  5.0
  155.0000 13.646  5.0
  160.0000 13.546  5.0
  165.0000 13.453  5.0
  170.0000 13.368  5.0
  175.0000 13.289  5.0
  180.0000 13.215  5.0
  185.0000 13.147  5.0
  190.0000 13.084  5.0
  195.0000 13.025  5.0
  200.0000 12.970  5.0
  205.0000 12.919  5.0
  210.0000 12.872  5.0
  215.0000 12.828  5.0
  220.0000 12.787  5.0
  227.9400 12.728  7.9
  227.9500 12.728  0.0
  228.5000 12.724  0.6
  229.6000 12.717  1.1
  230.0000 12.714  0.4
  231.0000 12.707  1.0
  233.0000 12.694  2.0
  234.0000 12.687  1.0
  234.3500 12.685  0.3
  234.4500 12.685  0.1
  234.5500 12.684  0.1
  235.5500 12.678  1.0
  235.9500 12.675  0.4
  236.9500 12.669  1.0
  237.3400 12.667  0.4
  237.4400 12.666  0.1
  237.5400 12.665  0.1
  238.0000 12.663  0.5
  239.0000 12.656  1.0
  240.0000 12.651  1.0
  242.0000 12.639  2.0
  242.5200 12.636  0.5
  243.0400 12.633  0.5
  243.1400 12.632  0.1
  243.2400 12.632  0.1
  243.6200 12.630  0.4
  244.0000 12.627  0.4
  245.0000 12.622  1.0
  247.0000 12.611  2.0
  249.5000 12.598  2.5
  254.5000 12.573  5.0
  255.0000 12.570  0.5
  256.0000 12.566  1.0
  256.3300 12.564  0.3
  256.4300 12.564  0.1
  256.5300 12.563  0.1
  257.5300 12.558  1.0
  258.0000 12.556  0.5
  259.0000 12.552  1.0
  260.0000 12.547  1.0
  262.0000 12.538  2.0
  266.0000 12.521  4.0
  270.0000 12.505  4.0
  278.0000 12.476  8.0
  280.0000 12.469  2.0
  284.0000 12.455  4.0
  290.0000 12.437  6.0
  300.0000 12.408 10.0
  302.0000 12.403  2.0
  303.0000 12.400  1.0
  303.3400 12.399  0.3
  303.6800 12.398  0.3
  303.7800 12.398  0.1
  303.8800 12.398  0.1
  304.4400 12.396  0.6
  305.0000 12.395  0.6
  306.1200 12.392  1.1
  307.5000 12.389  1.4
  310.0000 12.383  2.5
  315.0000 12.371  5.0
  320.0000 12.360  5.0
  330.0000 12.339 10.0
  340.0000 12.320 10.0
  350.0000 12.302 10.0
  360.0000 12.285 10.0
  370.0000 12.269 10.0
  380.0000 12.253 10.0
  390.0000 12.238 10.0
  400.0000 12.223 10.0
  410.0000 12.209 10.0
  420.0000 12.194 10.0
  430.0000 12.179 10.0
  440.0000 12.164 10.0
  450.0000 12.149 10.0
  460.0000 12.134 10.0
  470.0000 12.119 10.0
  480.0000 12.104 10.0
  490.0000 12.089 10.0
  500.0000 12.074 10.0
  504.0000 12.068  4.0
  505.0000 12.066  1.0
  507.0000 12.063  2.0
  511.0000 12.057  4.0
  513.0000 12.054  2.0
  517.0000 12.048  4.0
  521.0000 12.042  4.0
  521.5600 12.041  0.6
  522.1100 12.040  0.6
  522.2100 12.040  0.1
  522.3100 12.040  0.1
  523.1600 12.039  0.9
  524.0000 12.037  0.8
  525.6800 12.035  1.7
  529.0400 12.030  3.4
  530.0000 12.028  1.0
  531.9200 12.025  1.9
  535.7600 12.020  3.8
  536.0000 12.019  0.2
  536.4700 12.018  0.5
  536.9300 12.018  0.5
  537.0300 12.018  0.1
  537.1300 12.017  0.1
  537.5700 12.017  0.4
  538.0000 12.016  0.4
  539.0000 12.015  1.0
  541.0000 12.012  2.0
  545.0000 12.005  4.0
  553.0000 11.993  8.0
  557.5000 11.987  4.5
  566.5000 11.973  9.0
  577.0000 11.958 10.5
  580.0000 11.953  3.0
  583.0000 11.949  3.0
  583.6200 11.948  0.6
  584.2300 11.947  0.6
  584.3300 11.947  0.1
  584.4300 11.947  0.1
  584.7200 11.946  0.3
  585.0000 11.946  0.3
  586.0000 11.945  1.0
  588.0000 11.942  2.0
  592.0000 11.936  4.0
  594.0000 11.933  2.0
  598.0000 11.927  4.0
  600.0000 11.924  2.0
  604.0000 11.919  4.0
  612.0000 11.907  8.0
  620.0000 11.896  8.0
  636.0000 11.874 16.0
  640.0000 11.869  4.0
  648.0000 11.858  8.0
  660.0000 11.842 12.0
  672.0000 11.827 12.0
  680.0000 11.817  8.0
  696.0000 11.797 16.0
  700.0000 11.793  4.0
  708.0000 11.783  8.0
  720.0000 11.770 12.0
  732.0000 11.756 12.0
  740.0000 11.748  8.0
  756.0000 11.731 16.0
  760.0000 11.727  4.0
  768.0000 11.719  8.0
  780.0000 11.707 12.0
  792.0000 11.696 12.0
  800.0000 11.689  8.0
  816.0000 11.675 16.0
  820.0000 11.672  4.0
  828.0000 11.665  8.0
  840.0000 11.655 12.0
  852.0000 11.646 12.0
  860.0000 11.640  8.0
  876.0000 11.629 16.0
  880.0000 11.627  4.0
  888.0000 11.621  8.0
  900.0000 11.614 12.0
  905.0000 11.611  5.0
  910.0000 11.609  5.0
  911.7400 11.609  1.7
  911.8400 11.613  0.1
  912.0000 11.613  0.2
  912.2500 11.612  0.2
  912.7500 11.612  0.5
  913.7500 11.612  1.0
  915.3300 11.612  1.6
  915.8200 11.613  0.5
  916.4300 11.614  0.6
  917.1800 11.615  0.8
  918.1300 11.616  1.0
  919.3500 11.614  1.2
  920.9600 11.608  1.6
  921.4800 11.596  0.5
  922.0000 11.589  0.5
  922.5200 11.594  0.5
  923.0400 11.607  0.5
  923.1500 11.607  0.1
  923.4000 11.596  0.2
  923.6500 11.582  0.2
  924.1500 11.560  0.5
  924.4000 11.555  0.2
  924.6500 11.555  0.2
  924.9000 11.560  0.2
  925.1500 11.572  0.2
  925.4000 11.589  0.2
  925.6500 11.612  0.2
  926.1500 11.667  0.5
  926.2300 11.669  0.1
  926.4800 11.641  0.2
  926.7300 11.603  0.2
  926.9800 11.568  0.2
  927.2300 11.538  0.2
  927.4800 11.514  0.2
  927.7300 11.497  0.2
  927.9800 11.485  0.2
  928.2300 11.480  0.2
  928.4800 11.481  0.2
  928.5000 11.482  0.0
  928.7500 11.491  0.2
  929.0000 11.508  0.2
  929.2500 11.534  0.2
  929.5000 11.567  0.2
  929.7500 11.610  0.2
  930.0000 11.662  0.2
  930.2500 11.722  0.2
  930.5000 11.788  0.2
  930.7500 11.832  0.2
  931.0000 11.785  0.2
  931.2500 11.714  0.2
  931.7400 11.587  0.5
  932.2400 11.485  0.5
  932.7400 11.407  0.5
  933.2400 11.352  0.5
  933.7400 11.319  0.5
  933.9800 11.310  0.2
  934.2300 11.308  0.2
  934.4800 11.311  0.2
  934.7300 11.321  0.2
  935.0000 11.339  0.3
  935.2700 11.364  0.3
  935.5400 11.398  0.3
  935.8100 11.440  0.3
  936.0700 11.490  0.3
  936.3400 11.549  0.3
  936.6100 11.616  0.3
  936.8800 11.692  0.3
  937.1500 11.779  0.3
  937.3800 11.864  0.2
  937.6100 11.959  0.2
  937.8000 12.025  0.2
  937.8100 12.025  0.0
  938.0100 11.953  0.2
  938.2600 11.849  0.2
  938.5100 11.758  0.2
  939.0100 11.603  0.5
  939.5100 11.474  0.5
  940.0100 11.366  0.5
  940.5100 11.275  0.5
  941.0100 11.199  0.5
  941.5100 11.138  0.5
  942.0100 11.090  0.5
  942.5100 11.053  0.5
  943.0100 11.028  0.5
  943.5100 11.015  0.5
  943.7800 11.012  0.3
  944.3200 11.016  0.5
  944.5900 11.024  0.3
  944.8600 11.035  0.3
  945.1300 11.051  0.3
  945.4000 11.070  0.3
  945.6700 11.093  0.3
  945.9400 11.121  0.3
  946.2100 11.153  0.3
  946.4800 11.189  0.3
  947.0200 11.277  0.5
  947.2900 11.328  0.3
  947.5600 11.384  0.3
  948.1000 11.514  0.5
  948.6400 11.668  0.5
  949.1800 11.858  0.5
  949.3600 11.943  0.2
  949.5500 12.042  0.2
  949.7400 12.133  0.2
  949.7500 12.133  0.0
  949.9500 12.034  0.2
  950.2000 11.903  0.2
  950.4500 11.799  0.2
  950.7000 11.712  0.2
  950.9500 11.632  0.2
  951.4500 11.491  0.5
  952.4500 11.263  1.0
  952.9500 11.170  0.5
  953.4500 11.089  0.5
  953.9500 11.019  0.5
  954.4500 10.957  0.5
  954.9500 10.903  0.5
  955.4500 10.856  0.5
  955.5500 10.847  0.1
  955.8000 10.827  0.2
  956.3000 10.789  0.5
  957.3000 10.729  1.0
  957.8000 10.705  0.5
  958.3000 10.684  0.5
  959.3000 10.653  1.0
  959.8000 10.642  0.5
  960.3000 10.633  0.5
  961.1500 10.626  0.9
  962.0000 10.626  0.9
  962.8500 10.636  0.9
  963.7000 10.655  0.9
  964.5500 10.685  0.8
  964.9700 10.705  0.4
  965.4000 10.727  0.4
  966.2500 10.784  0.9
  966.7400 10.825  0.5
  967.2300 10.871  0.5
  967.7200 10.924  0.5
  968.2100 10.985  0.5
  968.7000 11.053  0.5
  969.1900 11.132  0.5
  969.6800 11.220  0.5
  970.1700 11.321  0.5
  971.1500 11.566  1.0
  971.6400 11.719  0.5
  972.1300 11.920  0.5
  972.3400 12.050  0.2
  972.5400 12.153  0.2
  972.5400 12.153  0.0
  972.7400 12.045  0.2
  972.9900 11.897  0.2
  973.2400 11.787  0.2
  973.4900 11.699  0.2
  973.7400 11.619  0.2
  974.2400 11.477  0.5
  975.2400 11.245  1.0
  975.7400 11.150  0.5
  976.2400 11.065  0.5
  976.3700 11.045  0.1
  976.6300 11.006  0.3
  977.1500 10.935  0.5
  978.1900 10.815  1.0
  978.7100 10.765  0.5
  979.2300 10.720  0.5
  980.0000 10.661  0.8
  980.7700 10.612  0.8
  981.5400 10.569  0.8
  982.3100 10.533  0.8
  983.0800 10.502  0.8
  984.6200 10.451  1.5
  986.1600 10.414  1.5
