# ADU, ADU Uncertainty, Sky ADU
4.202142088226142741e-02,1.764625497877442717e+00,2.284737457494638591e+02
6.533043528381926590e-02,1.765052631124155003e+00,2.283541156732988497e+02
7.874634712714105589e-02,1.765288928056187645e+00,2.283005954730634812e+02
8.177507273536245569e-02,1.765292739498423691e+00,2.282721936671528908e+02
7.324670159230081690e-02,1.765571546189502516e+00,2.284158863150830143e+02
2.381548411661128101e-02,1.763543389416085239e+00,2.283643547321040046e+02
4.310684945752687319e-02,1.764552704799243310e+00,2.284458063308775024e+02
3.426364056010719472e-02,1.764137809298656379e+00,2.284239805552605276e+02
7.536731630677501181e-02,1.765461995825585051e+00,2.283738421508606677e+02
8.975864109373657418e-02,1.766444406528184352e+00,2.284904463392503828e+02
1.000515512032177784e-01,1.766628575487207753e+00,2.284561268287256439e+02
8.854965361020832038e-02,1.766042420319645645e+00,2.284094892970078661e+02
9.942539309122951086e-02,1.766139433013619753e+00,2.283277806150186109e+02
1.077797963609305881e-01,1.767064950483237196e+00,2.284822853232693660e+02
1.155294650348523550e-01,1.767335205934945419e+00,2.284812490944034948e+02
1.174169860112445618e-01,1.767331032206880481e+00,2.284632084787453437e+02
1.284407123373213222e-01,1.767003652430050309e+00,2.282697395962402425e+02
3.889786269184703632e-02,1.764578798548557925e+00,2.284897945649875339e+02
1.201392737885174922e-01,1.767477077515123396e+00,2.284727735797872299e+02
1.416839308515116247e-01,1.767928287680652355e+00,2.283952546770527761e+02
9.942591098250835868e-02,1.766509273614510933e+00,2.284223017220240877e+02
1.157378344730718572e-01,1.766710167217597993e+00,2.283210570198686185e+02
1.062062744232853684e-01,1.766517894186025783e+00,2.283557499241188964e+02
9.304081964061153287e-02,1.766177636109832916e+00,2.283901015591423516e+02
1.422171336467880909e-01,1.767980986761263251e+00,2.283925646104108864e+02
1.716779497372794838e-01,1.768596257020520035e+00,2.282772614452152027e+02
1.892733825104342127e-01,1.769541434362058574e+00,2.283581735148205496e+02
1.226883222520864514e-01,1.767178140044679102e+00,2.283720905868591444e+02
1.539498413772260876e-01,1.768066421635658081e+00,2.283090235577907947e+02
1.194499898934638926e-01,1.767168649024503990e+00,2.284020517702429629e+02
1.071745257831781262e-01,1.767006322863676093e+00,2.284819505990251685e+02
1.697499562707315002e-01,1.768787221496818995e+00,2.283444549227036759e+02
9.595683650247378849e-02,1.766768993905052376e+00,2.285250956434379930e+02
1.085714833580880279e-01,1.766322769780730439e+00,2.282884108303276776e+02
6.136374025785549385e-02,1.765212236792394140e+00,2.284437867856515538e+02
6.138269648417340324e-02,1.765437946021197746e+00,2.284968840734511275e+02
8.659102626192322072e-02,1.765962893639687614e+00,2.284071130449227383e+02
1.248983157042691666e-01,1.767420151152350627e+00,2.284172110500177837e+02
