# Flux, Flux Uncertainty, Sky Flux, Sensitivity Curve
1.881749359173126363e-121,2.043217046958329042e-119,1.381358458108701596e-117,6.052306199798871866e-120
2.006436262144519033e-116,4.886181661579608497e-114,3.303860724738089560e-112,1.448199339515575381e-114
3.913959659019141713e-112,7.489682299544678540e-109,5.066415525459202010e-107,2.219988381925204541e-109
3.108854763565698024e-106,7.430751088945442755e-104,5.024600403944851702e-102,2.202267954556281403e-104
3.749340686958851337e-102,4.818469170415690020e-99,3.259981589774358838e-97,1.427960852781716037e-99
1.446109602594573817e-96,2.062756767450103507e-94,1.394639195437522048e-92,6.111765784769283536e-95
9.236517025325031222e-93,5.883020985512969460e-90,3.979396408098754480e-88,1.743602688475878871e-90
7.525670901514448795e-88,1.129951111456417213e-85,7.640825666082440575e-84,3.347604445382018017e-86
4.232529081751551067e-84,1.474008841496506039e-81,9.973133392673934140e-80,4.366682829119546367e-82
1.331863047405381438e-82,1.318915240786916450e-77,8.929651197433324525e-76,3.906389581399646809e-78
4.568571012971359919e-76,8.164437700971173219e-74,5.521335530725721918e-72,2.418979956835633649e-74
3.588884694133717275e-72,3.533138753005953122e-70,2.388732083893372873e-68,1.046404805722517273e-70
5.470616713246559142e-69,1.077140567013272829e-66,7.286026131802799911e-65,3.190861236674682624e-67
2.059268590621216959e-65,2.336290273777262157e-63,1.579578288591186313e-61,6.920531950396662837e-64
9.625086196958463784e-65,3.635470167174013584e-60,2.460636255129628992e-58,1.077036005987149543e-60
9.243853122715007809e-61,4.093611053283819649e-57,2.769426945497312304e-55,1.213304208081435574e-57
1.946908736211553819e-56,3.367888464422952779e-54,2.277350905977890907e-52,9.979338527233612468e-55
1.309272442113284790e-53,2.039837051320053465e-51,1.379237600365917119e-49,6.044007957210524992e-52
1.031173932685129379e-51,9.172256611106088694e-49,6.205219774180270906e-47,2.718275818859507347e-49
4.104384304335784475e-49,3.088838494356065069e-46,2.089560337909532866e-44,9.154130910724974091e-47
6.299755889869979633e-46,7.857020651995963110e-44,5.312957920396230343e-42,2.327352147696539336e-44
4.937009549514057641e-44,1.520214789817359139e-41,1.028552487268148174e-39,4.503515560027015742e-42
6.770706672432415813e-42,2.256233301855528873e-39,1.526110604495475133e-37,6.686001217098117812e-40
1.575863574352874325e-39,2.590886884249703039e-37,1.752051842742981677e-35,7.676177723953240891e-38
3.344325779881320195e-37,2.319559789831964391e-35,1.567534073539135147e-33,6.868855607726999821e-36
6.020878062611262130e-36,1.629341792184013849e-33,1.102098075933737111e-31,4.827702455065568920e-34
3.988423140215984338e-34,9.066955506029972079e-32,6.134736872403758553e-30,2.685522050048773032e-32
2.962022149667311681e-32,4.021046149696585208e-30,2.718760545037996480e-28,1.191308830726941375e-30
1.924216096046270316e-30,1.433674582369681900e-28,9.689349663412421311e-27,4.245834897909039674e-29
3.063851384578643019e-29,4.134234730639303517e-27,2.795531715048914165e-25,1.224733266198527156e-27
5.894208462475415105e-28,9.719931598804403261e-26,6.572137006140457757e-24,2.880165965361030878e-26
2.958903892188939090e-27,1.877209758387458813e-24,1.270232972013655737e-22,5.561741963060855730e-25
6.697216108559477769e-26,2.998057677372899685e-23,2.028647479924851713e-21,8.881851234117494856e-24
8.573455235694277965e-25,3.986561206751946611e-22,2.697089922177954211e-20,1.181245711071196295e-22
3.347025653141286604e-23,4.447754286879247575e-21,3.007909247477838839e-19,1.317434503293246729e-21
4.655228985613915624e-23,4.186351253231713685e-20,2.832249092749771075e-18,1.240627636130285140e-20
8.773600183099005866e-23,3.351187814563195602e-19,2.267443194059399432e-17,9.931461811763871241e-20
5.656995104611389297e-22,2.296233363593713261e-18,1.553955463076419766e-16,6.803688438351792606e-19
1.469124991728281855e-20,1.354743631692078896e-17,9.164639056307804700e-16,4.015136786707846956e-18
2.203048542544795553e-19,6.933352704141459898e-17,4.689780317398299062e-15,2.054525462967685624e-17
7.172198030439546439e-19,3.095890804956159504e-16,2.094236162377599422e-14,9.174330015987073371e-17
1.155921853914096885e-17,1.214739971144862885e-15,8.213088702125156949e-14,3.597919774813132793e-16
3.616495846971198214e-17,4.210347406438082332e-15,2.847139668738647303e-13,1.247016454705676533e-15
1.359241942762998905e-17,1.296876780129715072e-14,8.773402299778528724e-13,3.843552965666515842e-15
1.061263254774075703e-16,3.577862234587806643e-14,2.420740468874463733e-12,1.059979362705982504e-14
4.007780341515702703e-16,8.882642415801535090e-14,6.008746536492199411e-12,2.631464869594713833e-14
8.122641499420238031e-16,1.996562006831934358e-13,1.350367392377580076e-11,5.916071891500245930e-14
2.583121078750081704e-15,4.089916137206586048e-13,2.765898176638392110e-11,1.211640492727168713e-13
