# Resampled Flux, Resampled Flux Uncertainty, Resampled Sky Flux, Sensitivity Curve
nan,nan,nan,nan
5.848786347872097992e-16,4.082938257283060841e-15,2.381316889872784466e-13,1.041413660426370866e-15
6.400171214670279811e-16,4.053043081176447519e-15,2.361666570952730991e-13,1.032919962688537595e-15
6.433770077580313342e-16,4.022241186310592447e-15,2.343340669815234420e-13,1.024984143391422670e-15
6.382698672977756451e-16,3.994978953821406580e-15,2.328395667245121053e-13,1.017658143593553887e-15
7.276859759599443571e-16,3.972584678300636924e-15,2.311161342703060346e-13,1.010905999080234750e-15
7.027948769168452615e-16,3.947017159965815214e-15,2.297087444238631297e-13,1.004671210634218326e-15
6.234045000372772387e-16,3.920019303473760309e-15,2.284137298278310752e-13,9.988984326488065864e-16
5.633028992815247880e-16,3.896243072909628864e-15,2.272829797343231941e-13,9.934544805401649938e-16
6.214525391863876047e-16,3.878311241405973654e-15,2.259231153716563402e-13,9.883693157185097476e-16
5.324959847721247165e-16,3.857223765300394390e-15,2.251479498750310110e-13,9.836840163778306780e-16
5.772162616305562850e-16,3.840508804413145842e-15,2.238772146623310850e-13,9.792499538371542357e-16
6.048662824541359073e-16,3.826702987860680118e-15,2.230252815379539326e-13,9.750187654856721171e-16
6.433573701548096593e-16,3.812234141156457531e-15,2.219798669161488409e-13,9.709430044832756039e-16
5.940524577683985935e-16,3.794449822557044495e-15,2.211435484707588639e-13,9.669760564111955482e-16
6.238600180150621169e-16,3.780444037584329246e-15,2.201774310847916079e-13,9.630720783704615735e-16
6.937378879712588919e-16,3.769131434217948060e-15,2.192437012831797763e-13,9.591859598571541026e-16
6.556806815309131834e-16,3.752020811753003182e-15,2.183930171071682784e-13,9.552733048064583375e-16
6.598960705480269483e-16,3.737179920757988568e-15,2.175290768660104898e-13,9.512904342334759306e-16
6.330331960490027477e-16,3.719238805613113230e-15,2.165432136413463394e-13,9.471944089072877313e-16
6.255332509571467647e-16,3.702182627029950583e-15,2.155608688496871677e-13,9.429430714777762241e-16
6.168050027787626089e-16,3.684754547096937969e-15,2.145916280817884496e-13,9.384951074328313128e-16
6.371731436220007941e-16,3.667704956974892682e-15,2.135133189463823793e-13,9.338124476031491201e-16
6.480983224419756578e-16,3.649148291602912561e-15,2.123793001895341188e-13,9.288793245990529075e-16
6.341711060304877251e-16,3.628993488498751934e-15,2.112882946350195921e-13,9.237094993879418223e-16
6.597059636488384124e-16,3.609463600693436569e-15,2.100423619402737611e-13,9.183252968984540512e-16
6.802820595237589583e-16,3.589241769544979113e-15,2.087936618636147559e-13,9.127488190602259671e-16
6.717240736392686334e-16,3.565355732980886843e-15,2.073573546483675510e-13,9.070018590410549709e-16
6.245906847482468094e-16,3.539471923682000341e-15,2.059903596496969366e-13,9.011058612757725974e-16
6.377664853330677726e-16,3.517602951266315485e-15,2.047011518898091025e-13,8.950818863394804900e-16
5.887262235680297010e-16,3.490391689646937803e-15,2.032483350558939081e-13,8.889505805766289946e-16
5.973300876723836297e-16,3.466823637780220682e-15,2.018371166931322840e-13,8.827321503775120050e-16
6.732430834868339383e-16,3.446828583370432969e-15,2.003881800447352966e-13,8.764463409770787204e-16
6.658769110029185575e-16,3.422192982292491672e-15,1.989882458674251657e-13,8.701124196363673778e-16
6.231276649209115240e-16,3.394045704932344512e-15,1.974330173691051182e-13,8.637491630558915804e-16
5.567620325388114908e-16,3.366112076868950131e-15,1.960729946762339794e-13,8.573748488610279137e-16
5.630854470170263955e-16,3.341317609971946593e-15,1.945642675216444860e-13,8.510072509930986696e-16
5.862829939462892876e-16,3.317579013867903291e-15,1.930605494100549807e-13,8.446636388359659580e-16
6.211537138822607820e-16,3.294552755264223593e-15,1.915674020053914781e-13,8.382642537021362204e-16
5.960967702553289849e-16,3.269585871077422180e-15,1.902557594828202108e-13,8.319430991049302145e-16
5.727411637258072153e-16,3.243525453980699908e-15,1.887621726838431050e-13,8.257761843674406186e-16
5.878132662327016451e-16,3.221534249686957247e-15,1.874581165720627452e-13,8.196965229894780574e-16
6.244973552398129992e-16,3.200312060609601489e-15,1.860747261155380107e-13,8.137102792197454803e-16
5.816205847898051183e-16,3.174545453683003338e-15,1.846889229875993761e-13,8.078211720657693117e-16
6.105418645693332379e-16,3.153887446401809896e-15,1.833784032143910260e-13,8.020327985495034353e-16
6.126913158678558214e-16,3.131860662801804232e-15,1.820703477711221322e-13,7.963486422728354335e-16
5.491540269873549187e-16,3.106881986009844656e-15,1.808545369168047262e-13,7.907720790971461787e-16
5.697145453606610057e-16,3.086173980893859364e-15,1.795245963776534455e-13,7.853063829577885020e-16
5.978226630494578249e-16,3.067266409784361813e-15,1.783261380045590451e-13,7.799547318056697945e-16
5.368442599337321190e-16,3.043296976704516728e-15,1.771311213958685447e-13,7.747202136688777407e-16
5.931054297653848014e-16,3.026664876044608891e-15,1.759474316544545437e-13,7.696058328283389535e-16
6.131034674768033578e-16,3.008053521355937705e-15,1.747574115440917525e-13,7.646145161023286792e-16
6.190491515458693094e-16,2.989090688670721349e-15,1.735964108494862820e-13,7.597491192356019973e-16
5.743210358261519805e-16,2.968430022825495837e-15,1.725635528973722598e-13,7.550124333898700787e-16
5.122952575757354077e-16,2.947001635016212733e-15,1.715323764154716610e-13,7.504071854023678861e-16
5.142245249108441983e-16,2.930088283765183170e-15,1.705519659354603255e-13,7.459344324754390768e-16
5.344079949322810309e-16,2.914670768415998411e-15,1.695899423526458513e-13,7.415893353615330871e-16
5.549931178714182977e-16,2.899296649522725553e-15,1.686027900809813541e-13,7.373622078254909236e-16
5.616713638844614050e-16,2.883530004997789354e-15,1.676425664260467462e-13,7.332430113935661856e-16
5.849604912743858143e-16,2.869361789369796595e-15,1.667312027157291176e-13,7.292219410715454541e-16
5.935051848309883590e-16,2.854630564589260933e-15,1.658369554100010546e-13,7.252894128967835312e-16
5.926538902055871763e-16,2.839413389959744729e-15,1.649355795525544495e-13,7.214360527589872410e-16
5.891872473852496478e-16,2.824860872575104839e-15,1.641141099142377678e-13,7.176526864406602315e-16
5.977247427775068814e-16,2.810449573652625791e-15,1.632087206334493459e-13,7.139303308315985161e-16
5.817892935437007072e-16,2.795458084568041284e-15,1.623967410691010543e-13,7.102601862748796812e-16
5.653783934228244973e-16,2.780871963146173919e-15,1.616254595532992688e-13,7.066336300044542475e-16
5.598217113619735603e-16,2.766365994814208619e-15,1.607791308806182423e-13,7.030422106368142547e-16
6.227418147078475396e-16,2.755132807375889057e-15,1.598285009699794351e-13,6.994776436810508046e-16
5.998549153608584824e-16,2.740811970657930604e-15,1.591156820923939792e-13,6.959318080332283793e-16
5.952687166919537427e-16,2.727165126116428877e-15,1.583506249500483522e-13,6.923967434222863387e-16
5.640157878705946373e-16,2.711911463341782089e-15,1.575840695568419580e-13,6.888646487755680339e-16
5.983717594715507345e-16,2.699352173585564089e-15,1.566706562907477359e-13,6.853278862245699065e-16
5.554825103557329276e-16,2.683391300814847727e-15,1.559081438599231126e-13,6.817811483472959714e-16
4.861123207949625480e-16,2.665662736313953458e-15,1.551213313806718282e-13,6.782253970960472259e-16
4.070828452170166514e-16,2.646305210767140287e-15,1.542163037367299612e-13,6.746635401442982940e-16
4.116955924750053554e-16,2.633872290796749438e-15,1.535374654347290430e-13,6.710985722584939411e-16
4.416336075881856077e-16,2.622049871271235644e-15,1.527513334683668249e-13,6.675334302279545679e-16
4.043735965167935913e-16,2.605462637359028838e-15,1.518815784189921594e-13,6.639446528994046619e-16
5.042916636221041038e-16,2.597223388257858483e-15,1.510323805791710888e-13,6.603423256396083954e-16
5.648235151715590378e-16,2.586875566700049239e-15,1.501993913521504576e-13,6.567948116962049623e-16
5.369816373790851772e-16,2.572032590845918853e-15,1.494600742432841989e-13,6.532584367409922284e-16
6.101464540852526832e-16,2.562420840986296401e-15,1.486205032425177470e-13,6.497358414900306936e-16
5.560961615754387533e-16,2.546042035500940756e-15,1.478762677569210948e-13,6.462296099777364937e-16
5.389226385740335379e-16,2.531556592259371671e-15,1.470889753199994409e-13,6.427422701490542357e-16
5.897678673309739353e-16,2.520679156877411177e-15,1.462445736170313937e-13,6.392762820569192976e-16
6.249017995449700701e-16,2.509243457823376463e-15,1.454388324671772287e-13,6.358338899866236894e-16
6.016870959884779680e-16,2.494579769785893725e-15,1.446562352054007137e-13,6.324168030862860725e-16
5.769550436660613703e-16,2.480560004533555835e-15,1.439570540506010345e-13,6.290265284517501525e-16
6.158618384411584676e-16,2.468875484075272418e-15,1.430783929578309165e-13,6.256645383365615154e-16
6.235378041794264643e-16,2.456811282963312549e-15,1.423685529394135185e-13,6.223322711389679090e-16
6.162920200377709884e-16,2.443550915677903941e-15,1.416135115262947953e-13,6.190311321474270159e-16
6.048184741886609107e-16,2.430172090806671632e-15,1.408674424489768931e-13,6.157624943178745543e-16
6.682544367782795905e-16,2.421500868895949567e-15,1.401426859901095575e-13,6.125276990813466620e-16
6.720550685705522081e-16,2.408907620992244200e-15,1.393655543223444401e-13,6.093280571806467588e-16
5.921242231665838899e-16,2.391638112001575485e-15,1.386163985467245551e-13,6.061648495347595064e-16
4.977149402185787173e-16,2.375160651026905605e-15,1.380511270328544616e-13,6.030393281297949491e-16
5.331267181474197687e-16,2.366271965219420608e-15,1.374609785129833119e-13,5.999527363714710868e-16
6.047994335446802039e-16,2.356416247778661983e-15,1.365004954501019615e-13,5.969068315921054556e-16
6.042069702702022780e-16,2.344980241673952636e-15,1.358464813539697065e-13,5.939047606991210527e-16
6.454637134941506776e-16,2.335851612439780318e-15,1.351595107353200967e-13,5.909505234312079691e-16
6.702282266715253304e-16,2.325779361963466722e-15,1.344646992281152316e-13,5.880480805910838235e-16
6.570169408952656527e-16,2.314065537776297118e-15,1.338306644004339016e-13,5.852013162408437734e-16
6.579772997486345880e-16,2.303536310776365180e-15,1.332233787797342485e-13,5.824140415669817589e-16
6.267917971949013855e-16,2.291230113864047729e-15,1.326159580770676236e-13,5.796899989967399719e-16
6.656639377525758422e-16,2.283090007963170793e-15,1.319952743166484878e-13,5.770328665584050796e-16
6.610019969537883979e-16,2.272928354981184817e-15,1.314247216946815269e-13,5.744462624788994289e-16
6.509523080275903071e-16,2.262611254039156837e-15,1.308553037047897681e-13,5.719337500130011397e-16
6.449581357138807339e-16,2.252397799937538071e-15,1.302508726239107411e-13,5.694988424994388201e-16
5.991297603916577828e-16,2.240317987533839424e-15,1.296868424136375130e-13,5.671450086400268411e-16
5.836533429965894363e-16,2.230859617493405316e-15,1.292033732466171415e-13,5.648756779990683254e-16
6.116301780430865654e-16,2.224118721518932122e-15,1.287152685921313139e-13,5.626942467213055426e-16
6.020727139226460981e-16,2.215546282080833787e-15,1.282506452794661936e-13,5.606040834677864236e-16
6.181359199743002598e-16,2.208842360280760511e-15,1.278048990792492982e-13,5.586085355701431911e-16
6.408243211688229972e-16,2.202433054707556264e-15,1.273264956607646666e-13,5.567107369062084156e-16
6.728376421305408743e-16,2.197333291656295069e-15,1.269139447141539683e-13,5.549104956025178466e-16
6.614340375490564439e-16,2.190180191626966836e-15,1.265427197843985076e-13,5.532030977575684405e-16
6.078268617753107908e-16,2.180728355047712810e-15,1.261753521002564231e-13,5.515823374583108257e-16
5.974817682454948301e-16,2.174239090300678841e-15,1.258364423599060562e-13,5.500420736301134372e-16
6.098854449174877801e-16,2.169557636725263775e-15,1.255360381297211275e-13,5.485762621951582266e-16
5.983412728708581485e-16,2.163106839278038776e-15,1.251749069633163191e-13,5.471789480477630636e-16
6.501091689356338399e-16,2.160418393284712683e-15,1.248028072274139215e-13,5.458442576959988358e-16
6.404316776413047385e-16,2.154737210585028411e-15,1.244939083857376708e-13,5.445663925498887968e-16
6.322507317344969062e-16,2.149968391901139400e-15,1.242711642519948151e-13,5.433396228387469687e-16
6.118842884479159834e-16,2.144863302724935903e-15,1.240847144069430582e-13,5.421582821418995816e-16
5.731614944458828562e-16,2.137306711943785037e-15,1.237256243961540560e-13,5.410167625186848159e-16
5.900535262429814547e-16,2.134642357346063144e-15,1.235483271520934864e-13,5.399095102251309632e-16
6.221437806507343169e-16,2.131694063816248531e-15,1.232225602193443752e-13,5.388310220059893028e-16
6.649836571921327753e-16,2.129946307997716902e-15,1.229577787283055155e-13,5.377758419518897727e-16
6.220711890594085546e-16,2.124062841727699974e-15,1.228044350029417896e-13,5.367385589123369089e-16
5.481452537471410788e-16,2.116072941885245776e-15,1.226156385362749658e-13,5.357138044561252596e-16
5.800493330710788429e-16,2.113371474546644393e-15,1.223073964927835857e-13,5.346962513713089353e-16
6.030748117879900989e-16,2.111699521723747523e-15,1.221835045096410666e-13,5.336806126973811973e-16
6.208299300061168130e-16,2.108637219344578064e-15,1.219338403583610883e-13,5.326616412826755672e-16
6.163773599370879003e-16,2.103993916911940268e-15,1.216513408352724349e-13,5.316341298601882772e-16
6.555405151568385686e-16,2.101754456068013014e-15,1.213502627941614686e-13,5.305929210634329919e-16
6.784210180204551255e-16,2.099047586325486396e-15,1.211164901948757867e-13,5.295345216927200035e-16
5.832449063932515112e-16,2.090174825636155697e-15,1.209833667318648519e-13,5.284591925834841239e-16
6.589154483482253482e-16,2.089421734196270272e-15,1.206134607429048336e-13,5.273681384624089914e-16
6.426781126983474066e-16,2.084253154784253366e-15,1.203729943977592434e-13,5.262626147970336017e-16
6.392180712752920775e-16,2.080169316206373982e-15,1.201733093044538720e-13,5.251438687061716605e-16
6.480288325006990431e-16,2.075738232481957572e-15,1.198474707121434656e-13,5.240131386404649238e-16
6.668341278566042536e-16,2.073217878551597912e-15,1.196834512191864963e-13,5.228716540919705638e-16
6.374276369977802021e-16,2.066796279284640675e-15,1.193961458393270836e-13,5.217206353325360408e-16
6.545515074385122180e-16,2.063306501979411986e-15,1.191310856720996398e-13,5.205612931805969307e-16
6.569848973523555940e-16,2.058652367521603747e-15,1.188314415345141723e-13,5.193948287961696260e-16
6.212518389945107426e-16,2.052279434474897494e-15,1.186011580277891595e-13,5.182224335035936000e-16
6.710310002513084019e-16,2.050603358957853625e-15,1.183264169858310174e-13,5.170452886416973362e-16
6.041425315429087176e-16,2.042217500710463453e-15,1.180781215658996990e-13,5.158580519053049007e-16
6.974627551630550783e-16,2.042320616099284683e-15,1.177090177569131284e-13,5.146724178555219570e-16
6.367434021569041260e-16,2.035330206592523054e-15,1.175832478516292847e-13,5.134864996578065624e-16
6.195272476125687094e-16,2.028497638448524931e-15,1.171690871277267674e-13,5.122956052813157511e-16
6.371622000227645358e-16,2.025109469856064816e-15,1.169218148085955643e-13,5.110975704227584536e-16
6.201791744782360598e-16,2.019715895767557283e-15,1.166811167274169101e-13,5.098902516494383808e-16
6.684059610192243490e-16,2.018092849620415418e-15,1.164342962450702285e-13,5.086715267524508148e-16
6.747173793293805930e-16,2.013619585141655601e-15,1.161469241693242988e-13,5.074392951885250820e-16
7.037982034915186269e-16,2.010350066357851688e-15,1.158450954134284820e-13,5.061914786089626919e-16
6.913449056422706430e-16,2.004725688657739093e-15,1.155579754067237143e-13,5.049260214738116018e-16
6.508699007414225395e-16,1.996992989472326196e-15,1.152250808826605634e-13,5.036408917496321271e-16
6.124275507168730300e-16,1.990343112862944397e-15,1.150099230688457987e-13,5.023340842688749113e-16
6.178344779670003366e-16,1.985202647149222655e-15,1.146714895571902120e-13,5.010038969005003669e-16
6.020140462187684600e-16,1.979457795091146198e-15,1.144169618078691883e-13,4.996518126437676445e-16
6.126448720722054070e-16,1.979813930977585820e-15,1.147102524217707590e-13,4.982841028069832826e-16
6.296254748867319628e-16,1.984377405729479190e-15,1.154694629848618867e-13,4.969074588454747373e-16
6.196171769084614227e-16,1.979595798259452593e-15,1.152948306129270335e-13,4.955285006718849239e-16
5.715771731644812331e-16,1.970904631083872887e-15,1.149167160597160280e-13,4.941537759018915224e-16
5.972756519099942724e-16,1.963439954255820787e-15,1.141613925936481407e-13,4.927897599717184593e-16
5.837933631337798760e-16,1.947477237832223986e-15,1.126587358287609252e-13,4.914428571108880798e-16
6.154808256646049034e-16,1.943354731754295949e-15,1.122541511895123516e-13,4.901194021539079595e-16
6.402030611132726270e-16,1.939631431192093531e-15,1.119412359680672945e-13,4.888256631750471987e-16
5.902897638549383367e-16,1.931817360909636677e-15,1.116569044209725200e-13,4.875678449312070357e-16
5.974018803920415463e-16,1.927563761766040876e-15,1.113853522666699828e-13,4.863520930989553848e-16
5.847450320364087244e-16,1.921601909504831178e-15,1.110366748192998845e-13,4.851844992931645614e-16
6.297208300153717963e-16,1.919790726601122826e-15,1.107656508956580100e-13,4.840711068564632407e-16
6.763969782015738978e-16,1.918705518543411716e-15,1.105552161919256562e-13,4.830179174104905049e-16
6.440914292754449835e-16,1.912743851556703492e-15,1.103029092925576062e-13,4.820308840977054362e-16
6.124301349735845483e-16,1.907393180135716653e-15,1.101032560802515770e-13,4.811153829223512568e-16
6.288228891927023332e-16,1.904785267370942749e-15,1.098735763412954228e-13,4.802736077101219310e-16
6.334804229015134511e-16,1.902425751900090221e-15,1.097413082600014853e-13,4.795046326903538678e-16
5.696337425081399258e-16,1.895624347237520173e-15,1.095452234237927827e-13,4.788073857601039292e-16
6.070777817467675053e-16,1.895714906232089995e-15,1.094362925948585994e-13,4.781808314060314215e-16
6.015956363232013127e-16,1.893190482081474003e-15,1.093052401485213311e-13,4.776239693986163595e-16
6.493372054765779176e-16,1.894001400852050000e-15,1.091816877169055959e-13,4.771358335291194981e-16
6.157593150293145604e-16,1.890268857586256079e-15,1.090720061328505894e-13,4.767154903874788202e-16
6.044738128352793376e-16,1.887992383330729405e-15,1.089613853822522517e-13,4.763620381792177609e-16
6.242695617732620539e-16,1.888398337564007762e-15,1.089381819303414615e-13,4.760746055795752416e-16
6.605334623289697044e-16,1.889459948941504612e-15,1.088605862630058326e-13,4.758523506232103727e-16
6.681141382697086130e-16,1.889120906212061562e-15,1.088045257695347474e-13,4.756944596278435581e-16
6.198063217821499664e-16,1.886439921569316455e-15,1.088478417100109149e-13,4.756001461502334029e-16
6.236923305134213029e-16,1.886370550580205838e-15,1.088196936657908752e-13,4.755686499730753897e-16
5.957611713793312088e-16,1.885033238340639757e-15,1.088493018314525067e-13,4.755992361212927253e-16
5.834534222082521395e-16,1.884967057037840787e-15,1.089066744477526590e-13,4.756911939064539223e-16
6.075258457117489550e-16,1.886980291453630928e-15,1.089414985616231562e-13,4.758438068647518707e-16
6.276597577447984004e-16,1.889164945992881647e-15,1.090114229734731796e-13,4.760545285902148312e-16
5.952858617333728545e-16,1.888284695304236762e-15,1.090738758988951992e-13,4.763105765789930973e-16
6.651912456429305521e-16,1.892881923690779771e-15,1.090642358342982638e-13,4.765872419143096521e-16
6.777275559986466464e-16,1.894350098916550121e-15,1.090877721789144257e-13,4.768587684807139946e-16
6.564540563608767736e-16,1.894196686209794421e-15,1.091621963427032601e-13,4.770993430214243597e-16
6.447922103946667834e-16,1.894924834261923940e-15,1.092882079003177072e-13,4.772831049342044351e-16
6.458413516566554418e-16,1.895152805163657406e-15,1.092851378010160453e-13,4.773841700554257787e-16
6.562163176372795608e-16,1.895009566328966042e-15,1.091953763107228353e-13,4.773766684513007635e-16
6.346380435145563290e-16,1.893332273683659684e-15,1.091805711995917547e-13,4.772347961886698023e-16
6.458980899905074912e-16,1.893034330930482270e-15,1.091372517051671670e-13,4.769328809898935432e-16
6.795407822693059617e-16,1.892999390660024049e-15,1.090101990925477253e-13,4.764454615875929357e-16
6.792412330001151776e-16,1.890298188902043967e-15,1.088553551828847534e-13,4.757473804858025035e-16
6.535538945920964229e-16,1.885114707516348273e-15,1.086367812955220346e-13,4.748138897053845201e-16
6.431915347403946766e-16,1.879588938330235115e-15,1.083313974553957676e-13,4.736210136534698595e-16
6.409270488395464438e-16,1.874782415207359214e-15,1.081203485076243545e-13,4.721526721342980891e-16
6.250220755516414269e-16,1.866910471698560424e-15,1.076980137477962609e-13,4.704281188470556058e-16
6.388457970852299372e-16,1.859797231873765603e-15,1.072050664153061955e-13,4.684968374171099451e-16
6.737179161130130323e-16,1.853262474776842305e-15,1.066705814846894728e-13,4.664092778608872505e-16
6.820873382598564542e-16,1.845696106932356110e-15,1.062249387623839138e-13,4.642152291195349382e-16
6.735271649113019970e-16,1.836419613490380197e-15,1.057094172813263994e-13,4.619636813347448070e-16
6.202635926984723641e-16,1.824584258699944391e-15,1.052037611080792267e-13,4.597027402435137243e-16
6.225661272565872886e-16,1.816524493096558864e-15,1.047482769629313972e-13,4.574795922801056785e-16
6.568733734078259089e-16,1.809785705343488728e-15,1.042063784009851174e-13,4.553405187976219795e-16
6.824528638525033565e-16,1.803773865992795468e-15,1.037820823634234019e-13,4.533309577903129788e-16
6.717087778793069499e-16,1.795354831287580538e-15,1.032841991979243784e-13,4.514956116051623782e-16
6.535645682753203838e-16,1.788431837896934906e-15,1.029674209411820317e-13,4.498785993708582645e-16
6.612329703296144418e-16,1.783996360590695163e-15,1.027023163967512750e-13,4.485236532385161693e-16
6.202292708082483018e-16,1.777387666588908550e-15,1.024500820696230894e-13,4.474737188658800903e-16
6.059321783458021371e-16,1.773751531803542711e-15,1.022845886468127302e-13,4.467604768175145216e-16
6.079788420816644805e-16,1.772089905316772801e-15,1.021648064059328236e-13,4.463648502483216135e-16
6.518395285068515169e-16,1.774327449735942071e-15,1.021514229757876389e-13,4.462372822173192141e-16
6.558726341457431813e-16,1.774875743679272444e-15,1.021677869930439090e-13,4.463282429579948112e-16
6.445997424034898785e-16,1.775810687791581954e-15,1.022976554408392055e-13,4.465885406157788981e-16
6.659496077241544078e-16,1.778643859622646947e-15,1.023975275068088585e-13,4.469691070661781789e-16
5.800040421528625669e-16,1.774963577733018172e-15,1.024559337260944550e-13,4.474208382042149744e-16
5.347694696373235724e-16,1.774400219864462021e-15,1.025962512265247403e-13,4.478944883217004425e-16
5.192525579497740146e-16,1.777971810767159782e-15,1.030306116353052562e-13,4.483406185989358889e-16
5.223491576715078779e-16,1.782327294222044709e-15,1.034433118215255172e-13,4.487095999800345431e-16
5.936408288261460484e-16,1.788729439211546818e-15,1.036509294762455225e-13,4.489516707768837516e-16
6.407505737992112180e-16,1.792064588047535474e-15,1.037025013451122069e-13,4.490170492537354004e-16
6.450430150788233514e-16,1.789395555682357050e-15,1.033876534734108545e-13,4.488561011820022336e-16
6.425319764758193713e-16,1.784587016171067385e-15,1.029307702812451411e-13,4.484195619230719780e-16
6.409146612537874636e-16,1.779840031292880447e-15,1.025517834788149068e-13,4.476593917582625606e-16
6.724076580173583933e-16,1.777306477291171878e-15,1.022923069410369198e-13,4.465394676183126207e-16
5.871034790361385656e-16,1.765995532284627283e-15,1.018870725068707027e-13,4.450791073942520019e-16
5.994764527579778079e-16,1.761175754236389082e-15,1.016385436265895792e-13,4.433225208054144248e-16
6.336690210312448072e-16,1.754807004074370491e-15,1.011094133179677769e-13,4.413140525384482190e-16
6.367093881081721749e-16,1.746237471406014612e-15,1.005873878888957388e-13,4.390977857788221377e-16
6.289265935146196515e-16,1.736679311340969050e-15,1.000622150472929469e-13,4.367173209850295241e-16
6.638651205376498941e-16,1.728791084379089787e-15,9.946482236908840584e-14,4.342155972502477095e-16
6.221035676664927821e-16,1.716744689183756855e-15,9.892580353376486476e-14,4.316347557419645114e-16
6.354144303497850629e-16,1.706800980137146690e-15,9.826315296343836339e-14,4.290160442888901031e-16
5.951177974322283650e-16,1.694548867232527738e-15,9.770098840035065963e-14,4.263997618753175954e-16
6.130540343216141693e-16,1.685383498633064137e-15,9.708535664321487574e-14,4.238252416022826450e-16
6.172253453870609368e-16,1.675438304401220824e-15,9.645663721977174421e-14,4.213308705785809355e-16
6.654925322908046686e-16,1.669593272835193488e-15,9.598116371249168221e-14,4.189418592051523505e-16
6.028559447443078349e-16,1.657230115117020504e-15,9.547074036233400124e-14,4.167180913286938486e-16
5.890820827940835186e-16,1.648544081477287409e-15,9.500644577504303453e-14,4.146893549740854828e-16
5.962636273320017039e-16,1.641935256853124275e-15,9.459444468301657137e-14,4.128792097061523795e-16
6.460976869503422407e-16,1.638269171604451225e-15,9.418324032921628675e-14,4.112781113844796766e-16
5.831039694118638882e-16,1.628971357582799505e-15,9.384777321482991203e-14,4.098663787774502427e-16
6.100753295840703248e-16,1.626114357416091345e-15,9.361130227595540641e-14,4.086247099504634416e-16
5.918282228095430231e-16,1.620196853206377958e-15,9.328816239116877358e-14,4.075342412742501889e-16
5.922830313559607618e-16,1.616483929871397008e-15,9.306657455819037784e-14,4.065764763260340481e-16
6.276306695608125204e-16,1.615508495537725626e-15,9.289923948961303862e-14,4.057332235904237427e-16
6.020089997927115889e-16,1.611122824550314300e-15,9.273286860087214639e-14,4.049865426098857416e-16
6.322663203990595761e-16,1.610271393137733279e-15,9.257572985133853807e-14,4.043186982899380637e-16
6.214241927970134108e-16,1.607444990603195819e-15,9.245751176896692308e-14,4.037121231249817270e-16
6.347956825521939652e-16,1.605826545981380373e-15,9.230281012242171533e-14,4.031493871612908018e-16
6.372752935244631219e-16,1.603753721131161259e-15,9.216362065914307934e-14,4.026131755545095280e-16
5.928928849311262596e-16,1.599112154381589722e-15,9.204614587110046508e-14,4.020862736106080535e-16
5.832306036250942321e-16,1.596529298961725986e-15,9.193231280766292484e-14,4.015515592214094743e-16
5.914254252027284405e-16,1.594935706727277239e-15,9.181529232136447282e-14,4.009920026192614887e-16
5.940172601055442022e-16,1.592193617195389332e-15,9.161093969090504439e-14,4.003906733799626658e-16
6.137496821267059136e-16,1.591437402840460095e-15,9.153750972596815001e-14,3.997330824153197520e-16
5.903857613068381075e-16,1.587016257600134043e-15,9.134216759964113121e-14,3.990183571463620115e-16
5.880032595722308994e-16,1.583886342992653747e-15,9.116680908801124673e-14,3.982523952838099920e-16
6.141879377600862608e-16,1.582284236063418592e-15,9.098080615900743711e-14,3.974418836292737244e-16
6.401656637771944010e-16,1.580298648706900099e-15,9.076156379685197689e-14,3.965934741538429113e-16
6.206040336375687140e-16,1.575610563658338973e-15,9.054792259728017627e-14,3.957137762198561312e-16
5.806636340712459422e-16,1.569575317125594596e-15,9.031865612806947527e-14,3.948093509305039067e-16
5.650878995634198823e-16,1.565932031827233600e-15,9.021258298404588471e-14,3.938867065685462029e-16
5.843974921208782295e-16,1.562884718708292929e-15,8.993219789358239589e-14,3.929522951115777055e-16
6.127289757018700442e-16,1.561175377769155300e-15,8.975063553161452704e-14,3.920125098093474807e-16
5.793032022845899744e-16,1.555659738194945405e-15,8.954922829038105707e-14,3.910736838074204850e-16
5.923692648813987405e-16,1.552119983518999506e-15,8.925296259726439586e-14,3.901420898004662459e-16
6.039103558680172998e-16,1.549345660788992659e-15,8.905618534121875548e-14,3.892239406982410240e-16
6.108560737816086182e-16,1.546075613753474607e-15,8.882850392909674299e-14,3.883253912872700122e-16
5.960127187146879226e-16,1.542193853646290247e-15,8.867545544937730150e-14,3.874525408718200334e-16
5.845484594788964167e-16,1.538308617735854418e-15,8.849028193114501103e-14,3.866114368787224103e-16
5.869343733829778838e-16,1.535624025704638721e-15,8.834215249645463774e-14,3.858080794119774135e-16
5.943258130629998719e-16,1.533088766218278379e-15,8.816646038875522128e-14,3.850484250777154729e-16
5.700468948930608626e-16,1.529136626545480524e-15,8.803253171939223314e-14,3.843376599145818224e-16
5.653518126562718419e-16,1.526282339370140120e-15,8.788071564929109398e-14,3.836787515872243627e-16
5.550094954244205896e-16,1.522878542413675418e-15,8.768956927785374778e-14,3.830734689498419824e-16
5.891474817443953782e-16,1.522713161793166497e-15,8.755880599015475882e-14,3.825234409675363456e-16
5.742227023156511907e-16,1.520117254647832020e-15,8.747059259442029768e-14,3.820303091054448589e-16
6.127948759631104716e-16,1.520404123289450640e-15,8.733688913234421067e-14,3.815957299087883601e-16
6.006234330156510188e-16,1.518548804493913398e-15,8.728923637659670403e-14,3.812213776711697100e-16
