# Flux, Flux Uncertainty, Sky Flux, Sensitivity Curve
1.067316915510910798e-13,1.158900416598063746e-11,7.834982068873089340e-10,3.432831664539751635e-12
4.680594475398387161e-14,1.139843578511597625e-11,7.707213305229315188e-10,3.378344957027077373e-12
5.866288498240419314e-15,1.122562339855708998e-11,7.593602825164594663e-10,3.327344542528790443e-12
4.631923456217531615e-14,1.107117343324327640e-11,7.486217993168215033e-10,3.281187887942928630e-12
8.510178298726763589e-15,1.093686468924652218e-11,7.399440833969485093e-10,3.241156906077575984e-12
7.591613381476943427e-14,1.082881397814534545e-11,7.321410188702012657e-10,3.208481766033570461e-12
1.686879861281573660e-14,1.074425521736044398e-11,7.267635237907005816e-10,3.184369447056659722e-12
7.126485696703330740e-14,1.070014958021577196e-11,7.235532291131992739e-10,3.170036998752440359e-12
3.069460570452609931e-14,1.068961826861143296e-11,7.232588157435331489e-10,3.166749834146012351e-12
1.082794795854095180e-16,1.072268324944408855e-11,7.259740304537580819e-10,3.175865805090362332e-12
6.041529705228878440e-14,1.079674426792523523e-11,7.301476222369101537e-10,3.198886309106686827e-12
1.110380281590144045e-13,1.093132808048257060e-11,7.390599670957581165e-10,3.237516281129531116e-12
5.646991234314419581e-14,1.111867940833798511e-11,7.520930062537512248e-10,3.293735675136029191e-12
1.002600648232083962e-13,1.137474807130806379e-11,7.690527711089404361e-10,3.369414680134273056e-12
3.093763190905781060e-16,1.168538499779170937e-11,7.909150854912748900e-10,3.461885205408515548e-12
2.716373772867445998e-15,1.202937514675099511e-11,8.138163405188098719e-10,3.565383055733920327e-12
7.166746599879060770e-14,1.239750110122900365e-11,8.383134020913379140e-10,3.673484489995231495e-12
8.186188301477878481e-14,1.275402251611167215e-11,8.623643441887218597e-10,3.778998598144707347e-12
1.469579291207274937e-14,1.307185717371743383e-11,8.843379558460704792e-10,3.873955425524923615e-12
1.770926080639762566e-14,1.332746702778467754e-11,9.015863586568495610e-10,3.949749334697585825e-12
1.082045470059987926e-13,1.349521116894494510e-11,9.125531450557087189e-10,3.997457826419682825e-12
4.394172641676605058e-14,1.353063260642284820e-11,9.154604937977042429e-10,4.008342432147701246e-12
4.024868194805264117e-14,1.341225088611964037e-11,9.072013204763725053e-10,3.974514766485937114e-12
7.985310734314086003e-14,1.312869793103038860e-11,8.878102530338361000e-10,3.889718969026735657e-12
1.826666633003253742e-13,1.266940707998982584e-11,8.561851855028366559e-10,3.751760495652865428e-12
4.458062777660389227e-14,1.206420047090563742e-11,8.160308776491740145e-10,3.574594999722230970e-12
5.017461749486753296e-14,1.140628785774723814e-11,7.717538114269637555e-10,3.378403867848707392e-12
7.908025850083243437e-14,1.073541495959098091e-11,7.258564448196892033e-10,3.180564004181815845e-12
1.357375943062240669e-13,1.011339314896582409e-11,6.835038000179986631e-10,2.995086757915402006e-12
7.086771845650201643e-14,9.562597729077884063e-12,6.466141129281771932e-10,2.832841459939341558e-12
5.530135246384104691e-14,9.119551279734710922e-12,6.166189528773262157e-10,2.702263997257693236e-12
1.388609808370946548e-14,8.809721362521463203e-12,5.961187075087703754e-10,2.610118382662708431e-12
1.928775177389007662e-14,8.634302872662087208e-12,5.842434885669883536e-10,2.557942570754599889e-12
1.846270619503197460e-14,8.584952771706279562e-12,5.808110901126175170e-10,2.543780997053638056e-12
6.522067175234238608e-14,8.666964416820972790e-12,5.861259578529622637e-10,2.567173729721993228e-12
9.866091410908803942e-15,8.872372179799407868e-12,6.002546498547313720e-10,2.629332671451157676e-12
2.414588888792000590e-15,9.222828362850334067e-12,6.240246909004934109e-10,2.733244829909353420e-12
2.397454508592407397e-15,9.731518109040743844e-12,6.585718145782791815e-10,2.883427194110162192e-12
1.127169817822686714e-14,1.039411990898343276e-11,7.031467433793220587e-10,3.080569063822513906e-12
3.562011286388058268e-14,1.121022987361563117e-11,7.582697384396666579e-10,3.321870919289442713e-12
2.816948192062809421e-14,1.215940213701916663e-11,8.225309377020358051e-10,3.603304348574788293e-12
1.258945311767559409e-13,1.323005691527600290e-11,8.945093893380085112e-10,3.918590359096546360e-12
1.234915830662656649e-13,1.437696843798215722e-11,9.722056924184237458e-10,4.258156033284464483e-12
1.629670017284909728e-14,1.554896989416183080e-11,1.051891515977191679e-09,4.608247311189231287e-12
4.956390424100892454e-14,1.670959777273955221e-11,1.130552181580722693e-09,4.950394296068332527e-12
8.013362228951774515e-14,1.776041228875070310e-11,1.201419699580178006e-09,5.261486258213677185e-12
7.571603367104000341e-14,1.861115699201989774e-11,1.258758778863170992e-09,5.514726934201124673e-12
1.211287331667351601e-13,1.917859617706102723e-11,1.296995889819090493e-09,5.681672421200518875e-12
1.367884200303305507e-13,1.936590023964470711e-11,1.309938579474686140e-09,5.735377191310788099e-12
6.495393140569116688e-14,1.908472268122712896e-11,1.291054790204314480e-09,5.654388848918733418e-12
1.002324738083722585e-13,1.831634561702353683e-11,1.238674968964469586e-09,5.426986325648232911e-12
1.425456760130080558e-13,1.706743889926479516e-11,1.154249162384392785e-09,5.054751008820187104e-12
2.690703488549878423e-13,1.538389573778524794e-11,1.039460044002646974e-09,4.554434723826136919e-12
2.711639105428401982e-13,1.337206587612852076e-11,9.035342874898595962e-10,3.957268991773511485e-12
7.363721437821434915e-14,1.116247069950774009e-11,7.552096358207278265e-10,3.305389851822799340e-12
6.873331043851478767e-14,8.931685905423203636e-12,6.039635001601485048e-10,2.645832662186709148e-12
3.995449412027706193e-14,6.829685931594649999e-12,4.619018756162296062e-10,2.023335912260774563e-12
2.603075856188276450e-14,4.974260270509234443e-12,3.364452778205931977e-10,1.473668056802217789e-12
3.906519358260235924e-14,3.449337752455869184e-12,2.331965357931964688e-10,1.021490144015712187e-12
1.918200072197340455e-14,2.310561032252140814e-12,1.562043242151173681e-10,6.845590459010899649e-13
1.104567640603303299e-14,1.531884900259205540e-12,1.035991035202889688e-10,4.537631662914455325e-13
4.595941001418455634e-15,1.027125764726479468e-12,6.947081981082846158e-11,3.043346096505949433e-13
8.167639754324248115e-16,7.130827171187044934e-13,4.826046137570011359e-11,2.112466514980261021e-13
4.159626214573627681e-16,5.207001993365052303e-13,3.521871587629498845e-11,1.543551595842333197e-13
8.155533411674464944e-16,4.001414721702230436e-13,2.707581462337018456e-11,1.185483898075097444e-13
7.457829659003225337e-16,3.211995611794490504e-13,2.172605011091192426e-11,9.519137118385665129e-14
3.071588316031730855e-15,2.683915349180442818e-13,1.814229834352939441e-11,7.949185007027885336e-14
1.228642183765085766e-15,2.318176184171937501e-13,1.568086205064401126e-11,6.867169558717503705e-14
8.730521665165398408e-17,2.060321910250522000e-13,1.394228176345593084e-11,6.104939824012015644e-14
2.528012397246906004e-15,1.876205083362216274e-13,1.268095752764066375e-11,5.556008798591165292e-14
9.061876042815438224e-16,1.738072384323005961e-13,1.175537028426732161e-11,5.149474573478089388e-14
2.384733308142759720e-15,1.632777124668077413e-13,1.103343173215830708e-11,4.835405170759277653e-14
1.782228968085270657e-16,1.544563081974009062e-13,1.045153131693554595e-11,4.576517811387956334e-14
2.342032187828596378e-15,1.467188877991737629e-13,9.916134883810344792e-12,4.343531014958573061e-14
3.964879461236369910e-16,1.388182542020842091e-13,9.391947705566302781e-12,4.112822908593273327e-14
3.416151847125299123e-16,1.304735158394973470e-13,8.827563000591307027e-12,3.865634776807737154e-14
1.121633272509795333e-15,1.211936742923441461e-13,8.195809212519553796e-12,3.589086070447622266e-14
1.484372137216184322e-15,1.110873538825507468e-13,7.506482927136642875e-12,3.290452808469314435e-14
5.976933721328970099e-16,1.009261081833003753e-13,6.825995961350705934e-12,2.989912505095330573e-14
2.458629566270549291e-16,9.122917034207494483e-14,6.171654918713955113e-12,2.703186767425038810e-14
3.102179407372775038e-16,8.241077451593132544e-14,5.576025101997826587e-12,2.441092340042624802e-14
5.027874865793711121e-16,7.461667827551977507e-14,5.046455181144820564e-12,2.210298448208755716e-14
7.998477127980614179e-16,6.800946858850793088e-14,4.596909171403165834e-12,2.014356720304575229e-14
5.210898018710252150e-16,6.260361879907732111e-14,4.232347198940097932e-12,1.854774797063456648e-14
3.823625495656087128e-17,5.836237028727762615e-14,3.948206220286581928e-12,1.729825894129427834e-14
4.105318986835059187e-16,5.513125521524904309e-14,3.728154639220628847e-12,1.633156290131196181e-14
8.459672593583342720e-17,5.262820552475521579e-14,3.561095323488618610e-12,1.559312346985869984e-14
3.803330267410770136e-16,5.078965333970045359e-14,3.435457113551942643e-12,1.504133500589125830e-14
3.319356624732561539e-17,4.941580754899635895e-14,3.343579710325499298e-12,1.464392248497205644e-14
1.205155744922050998e-16,4.851523580374381140e-14,3.282215271022238504e-12,1.437533848570014884e-14
1.777366647017013343e-16,4.798161741572949532e-14,3.246109325245510076e-12,1.421484625582667507e-14
1.311591841674818995e-16,4.773244092981084660e-14,3.228722727012868045e-12,1.414508079185241476e-14
3.069115675043329717e-16,4.776464915416552693e-14,3.230087427721337125e-12,1.415094843255803887e-14
7.495264881408326993e-17,4.798769100855195746e-14,3.246970763122790143e-12,1.421877209744300058e-14
1.949156605049584073e-16,4.838964652793729434e-14,3.273601269187440241e-12,1.433562178039193893e-14
1.663122218622041869e-16,4.888952417195011714e-14,3.306515754845680474e-12,1.448879310220521918e-14
4.117999482989234454e-17,4.950261832726302898e-14,3.350387615412732410e-12,1.466541362847683536e-14
3.783697230120803533e-16,5.014864491573986458e-14,3.391942982416332831e-12,1.485216903463926602e-14
6.930464010410585266e-17,5.073803495739971933e-14,3.432842289868263178e-12,1.503514997528277013e-14
2.953953859190936764e-16,5.131247438678025686e-14,3.470873821419593873e-12,1.519982604596403520e-14
4.939155273877184335e-16,5.175806527042336093e-14,3.499272898080825010e-12,1.533118246882454314e-14
6.354456849315683274e-17,5.203817232448341765e-14,3.521409475092610036e-12,1.541830455806529463e-14
2.214433578720492283e-16,5.217673595393056003e-14,3.529187875289003714e-12,1.545955790470074826e-14
5.015704539699045427e-16,5.218254233132201065e-14,3.528405848999625554e-12,1.545485155080836981e-14
3.048442484851926210e-16,5.200630246029745477e-14,3.517957221700394813e-12,1.540450391851728173e-14
6.545596986406668223e-16,5.170330908820726524e-14,3.495351065383137068e-12,1.530923401908419140e-14
1.184560759575835581e-16,5.120612274641714148e-14,3.464862068154743406e-12,1.517014690665941108e-14
8.085843571134435830e-17,5.057583699278229742e-14,3.421361609901084541e-12,1.498871375440517981e-14
1.362387141918289441e-16,4.983039701301952945e-14,3.370711905648365421e-12,1.476674703131548880e-14
2.009971372814365064e-16,4.896107695104622260e-14,3.311872018484126720e-12,1.450637134459308862e-14
1.815289155337210576e-17,4.795228331613615225e-14,3.244754625369518025e-12,1.420999058299443108e-14
1.210673144304674760e-16,4.684957064299786592e-14,3.169819767984917291e-12,1.388025204990076633e-14
3.784285619087454783e-16,4.565152520358478253e-14,3.087518949655929978e-12,1.352000831029460215e-14
1.554843956635333521e-16,4.433279952812798077e-14,2.999710721196574231e-12,1.313227749317990791e-14
2.288694143603731545e-16,4.294564355525688662e-14,2.905380445983443330e-12,1.272020279062825808e-14
1.545804411227887921e-16,4.146800266292728814e-14,2.805009211128481563e-12,1.228701187742644593e-14
7.967211477503475203e-17,3.994107497662342002e-14,2.702035866298728110e-12,1.183597694252984069e-14
4.465211409451145270e-16,3.839421332460981888e-14,2.595530404153159327e-12,1.137037597685203943e-14
1.785814802834585438e-16,3.676615229892185991e-14,2.486667487901368904e-12,1.089345590329315277e-14
4.341905835836094408e-18,3.513231135410719453e-14,2.377951038080015343e-12,1.040839806651080001e-14
5.370827197835046639e-16,3.349915875430375771e-14,2.263836628619066889e-12,9.918286601347579045e-15
4.476665352394826576e-16,3.184505091767552280e-14,2.152695356714294954e-12,9.428190940223966781e-15
2.210865196338898952e-16,3.021667774905201301e-14,2.043681232484706142e-12,8.949820029597900187e-15
1.758744286041899603e-16,2.867146332904880342e-14,1.939018770809880712e-12,8.494291702860675401e-15
3.909491555122450802e-16,2.726312281405346063e-14,1.843163727980752732e-12,8.070446628716250989e-15
6.227588034427539663e-16,2.597935669001299173e-14,1.755212787068911617e-12,7.685179019140753921e-15
5.269763195601145024e-16,2.481507092501798462e-14,1.676497313154101389e-12,7.343833683539682964e-15
4.338670553547782856e-16,2.381680680593153384e-14,1.609196002868217030e-12,7.050638441830522550e-15
5.469735076874439524e-16,2.301435366176305666e-14,1.554828904070210989e-12,6.808537704310509942e-15
2.940383962396145813e-16,2.233799153378559168e-14,1.510272518728162337e-12,6.613273187509551621e-15
2.484144102586960597e-16,2.180727270684168587e-14,1.474551906491633374e-12,6.457005042506894726e-15
2.395575029654562815e-16,2.139000466810583298e-14,1.446501313478667449e-12,6.332986753944462475e-15
3.860046617047243338e-16,2.106518211614815478e-14,1.423438841853049663e-12,6.235348040510860208e-15
2.137973365247408074e-16,2.079778542653689738e-14,1.406342285532567020e-12,6.158862052067398225e-15
2.573227991704280020e-16,2.060165826062581903e-14,1.393107702762797981e-12,6.098766536458601576e-15
1.491881962286560802e-16,2.042609337812000636e-14,1.381367056909723912e-12,6.050628506284526412e-15
3.850678151231714228e-16,2.030605469173701436e-14,1.372088500268134357e-12,6.010245295458034977e-15
5.212988421841919826e-16,2.018688136832708015e-14,1.363065850055243785e-12,5.973577283966507831e-15
2.602253673480967825e-16,2.004885891098649812e-14,1.355264076227038178e-12,5.936709204447433237e-15
2.028828288409813632e-16,1.991302665632351836e-14,1.346750407623454975e-12,5.895837962650905881e-15
3.164729206024650639e-16,1.975722671248140140e-14,1.335701953265367935e-12,5.847285390811078822e-15
3.316814606066575354e-16,1.956058668037092477e-14,1.322588574078370252e-12,5.787534364970419685e-15
5.646676709608515039e-16,1.931767127985928571e-14,1.304455408001461093e-12,5.713286301210384066e-15
1.886698742725812420e-16,1.899115401730105779e-14,1.284624633033270620e-12,5.622179537231709060e-15
2.318173852644076526e-16,1.863718664898934931e-14,1.260410656247991475e-12,5.516647946964224007e-15
3.528499315525445922e-16,1.825091577521359625e-14,1.233377125137842599e-12,5.401003834504429002e-15
4.157279126902395106e-16,1.784214488269822454e-14,1.205267791663668450e-12,5.279329489589068778e-15
4.215843306740738028e-16,1.742339309058004581e-14,1.176833892706695603e-12,5.155413703480392796e-15
3.686304710172857870e-16,1.701143461243513194e-14,1.149580969816532864e-12,5.032724517513445184e-15
1.170389776852941934e-16,1.659241867866750524e-14,1.122280056555549302e-12,4.914406823216000428e-15
2.070551785711054878e-16,1.622657550385786619e-14,1.097291466359615144e-12,4.803301124458847303e-15
1.611050806998528588e-16,1.588037117620776923e-14,1.074023686419615696e-12,4.701925365327757024e-15
3.475226152350828643e-16,1.558514286808501662e-14,1.053048972648445734e-12,4.611052007193798007e-15
4.065814904473361191e-16,1.531876264206755077e-14,1.035009510654101803e-12,4.529719762237551712e-15
4.459269179384858623e-16,1.507431120574667103e-14,1.018190137883345106e-12,4.456971555990213746e-15
3.889043839323406802e-16,1.484941866934599334e-14,1.003137197766930116e-12,4.391935687768135910e-15
4.308911006741335463e-16,1.465370788237456679e-14,9.895189033142029049e-13,4.333813396744278244e-15
4.614988764974909195e-16,1.448565451709276337e-14,9.783389332258837023e-13,4.281868141975910236e-15
4.893153860650519294e-16,1.433069806967865858e-14,9.677153523686072300e-13,4.235416357301042937e-15
4.924256438414470163e-16,1.418991947588976424e-14,9.581331120534784311e-13,4.193819484301984387e-15
5.338608824257294363e-16,1.406096488716516081e-14,9.488087822677831159e-13,4.156477121586806896e-15
1.603689313555652193e-16,1.392797000964458956e-14,9.420273522108623916e-13,4.122821157726717437e-15
4.916472452516282038e-16,1.384760464990060943e-14,9.349882282053749797e-13,4.092310779319736338e-15
5.758641732418874841e-16,1.375676614019412565e-14,9.282788244480527170e-13,4.064428265629589076e-15
4.015489906269104943e-16,1.365862925819911198e-14,9.225170842072590649e-13,4.038675497710676355e-15
4.646377682601403535e-16,1.357865298765669196e-14,9.166023082934813140e-13,4.014571123379200732e-15
4.239380980560195267e-16,1.349965059457365052e-14,9.115215102245679048e-13,3.991648330220136756e-15
3.693211785782356341e-16,1.342200112641038683e-14,9.065942638643108422e-13,3.969453191823891436e-15
5.614114834037084179e-16,1.336162120153948982e-14,9.016069888775837952e-13,3.947565732818308480e-15
6.739475106518368413e-16,1.329206457100374193e-14,8.961401043060590358e-13,3.925649808453911743e-15
7.388083735353628453e-16,1.322376668657534627e-14,8.913712944074112906e-13,3.903392879123229208e-15
4.760908852429205944e-16,1.312862179960674061e-14,8.861992659350141876e-13,3.880490631798902588e-15
5.937302443461551446e-16,1.305451260760052999e-14,8.805062489574631446e-13,3.856647327933341166e-15
