# ADU, ADU Uncertainty, Sky ADU
1.011536432953390324e-01,8.040716807751875805e+00,5.589586650798377150e+02
1.114368300535990008e-01,8.041323575932823431e+00,5.590278692857224314e+02
3.853213558035573083e-02,8.039997881809810565e+00,5.592024204923566231e+02
5.731194086827576945e-02,8.040270374618685878e+00,5.591594250288602552e+02
2.157607148913258865e-04,8.038917331891118678e+00,5.592353046660196014e+02
1.098230580724168792e-01,8.040506736423420620e+00,5.588543416473339676e+02
7.648230449392626196e-02,8.041276139459213823e+00,5.592508612741486331e+02
8.572489971892428839e-02,8.041042341477217192e+00,5.591381170101983571e+02
1.433814057654708533e-02,8.040326245941642469e+00,5.594811835745786084e+02
7.886130025353980944e-02,8.041425150845963543e+00,5.592779333760094005e+02
4.550314151826949371e-02,8.039486779131658878e+00,5.590781028631992058e+02
1.044751470215379840e-01,8.041799694569901291e+00,5.591914524851221131e+02
3.851124026919496013e-02,8.040444493221579947e+00,5.593369507504675084e+02
5.687443524652681381e-02,8.040513970613337946e+00,5.592232561436849210e+02
1.175117639863939613e-02,8.039042165849833665e+00,5.591943029220060453e+02
2.882186590570274057e-02,8.040201393454621481e+00,5.593646741644450913e+02
4.318062741563924445e-02,8.039676347017540081e+00,5.591224086145414276e+02
6.931095636309236863e-02,8.039728582781538790e+00,5.589660348271556813e+02
1.377271120237310853e-01,8.042763156039949735e+00,5.591926877176159678e+02
3.629714857527911731e-02,8.039941051646502856e+00,5.592264915463115358e+02
3.915503573668074715e-03,8.039740735653387205e+00,5.594038395487680191e+02
7.940285120485159054e-02,8.042098142566093344e+00,5.594414259383854642e+02
2.897356863755919110e-02,8.039289688040206272e+00,5.591228054782031904e+02
8.033666371975477227e-02,8.042098500982087117e+00,5.594347442242345778e+02
1.172529465974338075e-01,8.041650338012711785e+00,5.590772810105164581e+02
1.015323830760831297e-01,8.040507974325160845e+00,5.589223891298978515e+02
4.293627088075179649e-02,8.041284132466978818e+00,5.595048703745950434e+02
2.109405358323468080e-02,8.040159903743724357e+00,5.593975979514460732e+02
5.789438957374556938e-02,8.040703179219445218e+00,5.592623207088495292e+02
3.962790421273294783e-02,8.040794447572537251e+00,5.594165028780081457e+02
3.795030983735763613e-02,8.039183665950242030e+00,5.590314251127489342e+02
8.164951931440832256e-02,8.041220448088569839e+00,5.592217652311325082e+02
8.441262795363153881e-02,8.040933160741925434e+00,5.591225008693946847e+02
1.371468371825327603e-01,8.042297014734003824e+00,5.591029141636615805e+02
1.120659655374214442e-01,8.041704647129655825e+00,5.591195402124156999e+02
1.393241577866839373e-02,8.039818129841997063e+00,5.593661148844703348e+02
1.513059137097287343e-01,8.042568878590284243e+00,5.590541960980779095e+02
2.255879435611628930e-03,8.040153680336807440e+00,5.595301382679729159e+02
4.391810549401357899e-02,8.040901431486782158e+00,5.594111229059955122e+02
5.027291952076937132e-02,8.041706213832418015e+00,5.595627825081046467e+02
5.518899972616227861e-02,8.040371271598571568e+00,5.592070082695480551e+02
5.620936673208195428e-02,8.040424852921363552e+00,5.592143256665794979e+02
6.057484729422187020e-02,8.040947235941869664e+00,5.593078953031749734e+02
2.360342806009996242e-02,8.040751797135715861e+00,5.595200094300604405e+02
1.438219927147121879e-01,8.044381687125671476e+00,5.595456455680724730e+02
6.655703857476579985e-03,8.039086677896849054e+00,5.592410290969105517e+02
9.403630639306287398e-02,8.043379011460606520e+00,5.596570379448753556e+02
4.077550779354092297e-02,8.041108257466479614e+00,5.594828200069031254e+02
1.061250834641530721e-01,8.042536082457852231e+00,5.593650970659942914e+02
4.588668137819350290e-02,8.041079680993417966e+00,5.594391319236318623e+02
8.480955465603204346e-02,8.040111684842328188e+00,5.589226933028835447e+02
4.588290109721771676e-02,8.040889163033266840e+00,5.593871971150012996e+02
7.143789677895065818e-03,8.039897382924060310e+00,5.594273767601520149e+02
1.581431496770460965e-01,8.042843499530690110e+00,5.590712314481500016e+02
8.476330436207947169e-03,8.039285532815856783e+00,5.592694412481412201e+02
6.212229494680981956e-02,8.041322589293343981e+00,5.593841617742561994e+02
6.220607367716660119e-02,8.040339153334878475e+00,5.591476166805244929e+02
2.070807581253269192e-01,8.045025959091763212e+00,5.592563855697261488e+02
7.966412914750632679e-02,8.042347800464174412e+00,5.595038609709872617e+02
7.149026931114889349e-02,8.041476857877967177e+00,5.593543701846590466e+02
3.268764625303308829e-02,8.040332023682573492e+00,5.593578000645303518e+02
6.455908945777076580e-02,8.041119699583482827e+00,5.593185322541172582e+02
5.720323706109826933e-02,8.040976072945477782e+00,5.593381226515981552e+02
9.902526029033344168e-02,8.041096964745442222e+00,5.590665119189520738e+02
7.127612164405866535e-02,8.041752809452797024e+00,5.594234705889761017e+02
1.409610756708459534e-01,8.042160126521736174e+00,5.590270899761574128e+02
5.364699050803448804e-03,8.039943218436677697e+00,5.594524867022851140e+02
5.305860014082079690e-02,8.040302958412327783e+00,5.592004583214074955e+02
7.587557349680465121e-03,8.039640367774982366e+00,5.593708793113455613e+02
9.268717287788716397e-02,8.041110045590800226e+00,5.591144106129581814e+02
4.159842981165201570e-02,8.041327838087793722e+00,5.595347640831180343e+02
3.939036678561572136e-02,8.040101606321769623e+00,5.592491438759711855e+02
3.796113340075822629e-02,8.041697282892599219e+00,5.596512812323089747e+02
2.926080441097592827e-02,8.040536202077548822e+00,5.594250421355142180e+02
2.893861120149348980e-03,8.040244270070170174e+00,5.595480302157435517e+02
6.955307519091329105e-02,8.041662216381212147e+00,5.594175602188845460e+02
3.787357402499105102e-02,8.040406196832600827e+00,5.593349297958716306e+02
4.232235899960769265e-02,8.039677424698584929e+00,5.591286299385720895e+02
7.658449044599371924e-02,8.042135262547100538e+00,5.594816994097920997e+02
2.395935166649848860e-02,8.041013104227337394e+00,5.595831832304105546e+02
9.950477886760399071e-02,8.042175984434118519e+00,5.593278721023290245e+02
9.903770242465885498e-02,8.043084456361045298e+00,5.595534040624153249e+02
4.573200349309968632e-02,8.040712292580630915e+00,5.593515456705557654e+02
1.504136283450077660e-01,8.043550740669388688e+00,5.593009206219751377e+02
1.318252799645029116e-01,8.041098012202692047e+00,5.588329415073699238e+02
4.405333717426559298e-02,8.040347796211054998e+00,5.592754424274750136e+02
3.039470818786781797e-02,8.040682954001940885e+00,5.594543657052943217e+02
3.659326688490939505e-02,8.039833364192336518e+00,5.592057871617315641e+02
3.244136175451935861e-02,8.040307261742675848e+00,5.593534233197397043e+02
1.092969686626455057e-02,8.040346491009382035e+00,5.595099382930176262e+02
