3200,0.854,0.056,0.606,0.214,0.035
3210,0.734,0.053,0.598,0.102,0.035
3220,0.783,0.054,0.590,0.159,0.034
3230,0.730,0.053,0.582,0.114,0.034
3240,0.667,0.052,0.575,0.058,0.034
3250,0.712,0.052,0.567,0.111,0.034
3260,0.647,0.051,0.560,0.054,0.034
3270,0.632,0.051,0.553,0.046,0.034
3280,0.666,0.051,0.545,0.087,0.034
3290,0.598,0.050,0.539,0.026,0.033
3300,0.586,0.050,0.532,0.021,0.033
3310,0.612,0.050,0.525,0.054,0.033
3320,0.569,0.049,0.518,0.018,0.033
3330,0.561,0.049,0.512,0.016,0.033
3340,0.566,0.048,0.505,0.028,0.033
3350,0.541,0.048,0.499,0.010,0.033
3360,0.532,0.048,0.493,0.006,0.033
3370,0.538,0.047,0.487,0.019,0.032
3380,0.523,0.047,0.481,0.010,0.032
3390,0.511,0.047,0.475,0.004,0.032
3400,0.513,0.047,0.469,0.012,0.032
3410,0.499,0.046,0.463,0.004,0.032
3420,0.491,0.046,0.457,0.002,0.032
3430,0.486,0.046,0.452,0.003,0.032
3440,0.487,0.045,0.446,0.010,0.032
3450,0.475,0.045,0.441,0.003,0.032
3460,0.468,0.045,0.435,0.001,0.031
3470,0.464,0.044,0.430,0.002,0.031
3480,0.458,0.044,0.425,0.001,0.031
3490,0.452,0.044,0.420,0.001,0.031
3500,0.446,0.044,0.415,0.001,0.031
3510,0.441,0.043,0.410,0.000,0.031
3520,0.436,0.043,0.405,0.000,0.031
3530,0.431,0.043,0.400,0.000,0.031
3540,0.426,0.043,0.396,0.000,0.031
3550,0.421,0.042,0.391,0.000,0.030
3560,0.417,0.042,0.386,0.000,0.030
3570,0.412,0.042,0.382,0.000,0.030
3580,0.408,0.042,0.377,0.000,0.030
3590,0.403,0.041,0.373,0.000,0.030
3600,0.399,0.041,0.369,0.000,0.030
3610,0.394,0.041,0.364,0.000,0.030
3620,0.390,0.041,0.360,0.000,0.030
3630,0.386,0.040,0.356,0.000,0.030
3640,0.382,0.040,0.352,0.000,0.029
3650,0.377,0.040,0.348,0.000,0.029
3660,0.373,0.040,0.344,0.000,0.029
3670,0.369,0.039,0.340,0.000,0.029
3680,0.365,0.039,0.336,0.000,0.029
3690,0.362,0.039,0.333,0.000,0.029
3700,0.358,0.039,0.329,0.000,0.029
3710,0.354,0.038,0.325,0.000,0.029
3720,0.350,0.038,0.321,0.000,0.029
3730,0.346,0.038,0.318,0.000,0.029
3740,0.343,0.038,0.314,0.000,0.028
3750,0.339,0.037,0.311,0.000,0.028
3760,0.336,0.037,0.307,0.000,0.028
3770,0.332,0.037,0.304,0.000,0.028
3780,0.329,0.037,0.301,0.000,0.028
3790,0.325,0.037,0.297,0.000,0.028
3800,0.322,0.036,0.294,0.000,0.028
3810,0.319,0.036,0.291,0.000,0.028
3820,0.316,0.036,0.288,0.000,0.028
3830,0.312,0.036,0.285,0.000,0.028
3840,0.309,0.035,0.282,0.000,0.028
3850,0.306,0.035,0.279,0.000,0.027
3860,0.303,0.035,0.276,0.000,0.027
3870,0.300,0.035,0.273,0.000,0.027
3880,0.297,0.035,0.270,0.000,0.027
3890,0.294,0.034,0.267,0.000,0.027
3900,0.291,0.034,0.264,0.000,0.027
3910,0.288,0.034,0.261,0.000,0.027
3920,0.285,0.034,0.258,0.000,0.027
3930,0.283,0.034,0.256,0.000,0.027
3940,0.280,0.033,0.253,0.000,0.027
3950,0.277,0.033,0.250,0.000,0.027
3960,0.274,0.033,0.248,0.000,0.027
3970,0.272,0.033,0.245,0.000,0.026
3980,0.269,0.033,0.243,0.000,0.026
3990,0.266,0.032,0.240,0.000,0.026
4000,0.264,0.032,0.238,0.000,0.026
4010,0.261,0.032,0.235,0.000,0.026
4020,0.259,0.032,0.233,0.000,0.026
4030,0.256,0.032,0.230,0.000,0.026
4040,0.254,0.032,0.228,0.000,0.026
4050,0.252,0.031,0.226,0.000,0.026
4060,0.249,0.031,0.223,0.000,0.026
4070,0.247,0.031,0.221,0.000,0.026
4080,0.245,0.031,0.219,0.000,0.026
4090,0.242,0.031,0.217,0.000,0.025
4100,0.240,0.030,0.215,0.000,0.025
4110,0.238,0.030,0.212,0.000,0.025
4120,0.236,0.030,0.210,0.000,0.025
4130,0.234,0.030,0.208,0.000,0.025
4140,0.231,0.030,0.206,0.000,0.025
4150,0.229,0.030,0.204,0.000,0.025
4160,0.227,0.029,0.202,0.000,0.025
4170,0.225,0.029,0.200,0.000,0.025
4180,0.223,0.029,0.198,0.000,0.025
4190,0.221,0.029,0.196,0.000,0.025
4200,0.219,0.029,0.194,0.000,0.025
4210,0.217,0.029,0.192,0.000,0.025
4220,0.215,0.028,0.190,0.000,0.024
4230,0.213,0.028,0.189,0.000,0.024
4240,0.211,0.028,0.187,0.000,0.024
4250,0.210,0.028,0.185,0.000,0.024
4260,0.208,0.028,0.183,0.000,0.024
4270,0.206,0.028,0.181,0.000,0.024
4280,0.204,0.027,0.180,0.001,0.024
4290,0.202,0.027,0.178,0.001,0.024
4300,0.201,0.027,0.176,0.001,0.024
4310,0.199,0.027,0.174,0.001,0.024
4320,0.197,0.027,0.173,0.001,0.024
4330,0.195,0.027,0.171,0.001,0.024
4340,0.194,0.027,0.170,0.001,0.024
4350,0.192,0.026,0.168,0.001,0.024
4360,0.191,0.026,0.166,0.001,0.023
4370,0.189,0.026,0.165,0.001,0.023
4380,0.187,0.026,0.163,0.001,0.023
4390,0.186,0.026,0.162,0.001,0.023
